Unnamed: 0,Unnamed: 1,Unnamed: 2,2026-04-10 00:00:00,2026-04-09 00:00:00,2026-04-03 00:00:00,2026-03-13 00:00:00,2026-01-01 00:00:00,2025-01-01 00:00:00,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
指数所属板块,指数代码,指数名称,当日涨跌幅,前日涨跌幅,近一周,近一月,年初至今,上年全年,PE (TTM),PE百分位数,PB (MRQ),PB百分位数,股息率,股息率分位数
上市板块,000001.SH,上证指数,0.50561358,-0.7215599,1.707951745894909,-3.4602651917634564,0.4380272211017111,18.929193382706355,16.870399475097656,92.57,1.4895999431610107,73.10481212920237,2.2905,44.100197758734346
上市板块,000688.SH,科创50,1.52896001,-0.64635681,8.106052893343785,-1.3845747229994099,1.5097751064164333,37.97622208789135,168.72669982910156,82.54,6.137499809265137,63.87607119314437,0.3449,24.28670842032011
上市板块,399001.SZ,深证成指,2.23778698,-0.32922351,6.098757996645676,-0.4549557317421904,5.799982828864425,37.39804000174254,34.370601654052734,92.7,2.882999897003174,66.31509558338826,1.4662,53.724456163480546
上市板块,399006.SZ,创业板指,3.77601004,-0.72622259,8.703690990879732,3.956702629748543,7.6678780597368545,61.03818470320122,42.15359878540039,33.93,5.658100128173828,57.613711272247855,0.8568,61.89848384970337
上市板块,881001.WI,万得全A,1.16935964,-0.65874088,3.9017326420364595,-3.0938905488675394,3.0156796867011115,31.496159577791218,23.184900283813477,87.06,1.8594000339508057,70.13843111404087,1.7866,41.85893210283454
上市板块,8841719.WI,全A平均股价,1.11148535,-0.50927978,5.262542734418374,-1.9561682236631794,6.787216303844357,46.53209609762297,23.184900283813477,87.06,1.8594000339508057,70.13843111404087,1.7866,41.85893210283454
上市板块,899050.BJ,北证50,1.66132682,-1.61571483,2.009695841456627,-7.333122820136085,-9.21654763168438,26.003245876962524,52.86539840698242,57.47,4.589099884033203,74.86910994764398,0.8286,23.24607329842932
规模因子,000016.SH,上证50,0.51371691,-0.76729601,1.6165187096657485,-2.4223529369006513,-4.339849570083832,8.00101505879125,11.3149995803833,44.64,1.2173999547958374,36.81608437705999,3.4123,49.30784442979565
规模因子,000300.SH,沪深300,1.54048081,-0.63827533,3.5198576369213974,-1.0878708520451807,0.14311202122618827,17.831524469842506,14.219400405883789,54.91,1.4509999752044678,57.94330916282136,2.6635,52.702702702702695
规模因子,000510.SH,中证A500,1.47576109,-0.51381157,4.1852330273015825,-1.7858271626659983,2.4851813884885,25.47468989890409,17.368600845336914,52.97,1.6938999891281128,61.43704680290046,2.3541,47.92353328938695
规模因子,000905.SH,中证500,0.89549294,-0.58551172,4.787079083288992,-4.666652335618194,6.748180200258402,39.18506914504074,35.944801330566406,87.15,2.467400074005127,97.1654581410679,1.3361,25.379037574159526
规模因子,000906.SH,中证800,1.35635205,-0.62321696,3.8768263433651695,-2.131568641305659,1.932629233939842,23.224173282107085,16.38010025024414,67.67,1.5944000482559204,68.02900461437046,2.3353,46.671061305207644
规模因子,000852.SH,中证1000,0.96933685,-0.43140899,4.9166300339238855,-4.0508581440884095,5.305232476808475,34.24994392147382,48.737300872802734,71.17,2.624300003051758,72.90705339485827,1.0175,37.77191825972314
规模因子,932000.CSI,中证2000,0.70344482,-0.74717033,3.6033591364857065,-4.258039751285558,5.149951834583066,43.44304083181883,161.19520568847656,91.84,2.949199914932251,92.99065420560748,0.7258,6.5420560747663545
规模因子,868008.WI,万得微盘股指数,1.02337572,-1.85226581,2.1217623804623775,-5.0101199468436945,8.83740338539254,85.78560031409272,0,0,2.408400058746338,79.03757415952538,0.5913,19.31443638760712
负债端因子,8841101.WI,陆股通重仓指数,1.09129127,-0.67431915,3.931961963601749,-2.887293658751955,4.307045348846961,29.71298659694417,15.029199600219727,36.08,1.5777000188827515,68.76649076517151,2.4008,40.831134564643804
负债端因子,8841141.WI,基金重仓指数,1.17405379,-0.62648633,4.372933148731728,-2.7655084850808698,3.83452334694252,33.58134291854928,15.746299743652344,39.36,1.6517000198364258,45.35266974291364,2.3123,53.46077785102176
负债端因子,8841159.WI,社保重仓指数,0.10408721,-0.72034379,0.3283382694796444,-5.260381206909603,1.6465376935589582,36.7012722537674,7.561100006103516,3.71,0.7497000098228455,0.8239947264337508,3.8157,80.68556361239288
